-4.206,93.59,177.688,0.976,1013.374,0,0.175,122599.383,0,0,0,0
-5.082,94.859,193.377,0.622,1012.753,0,0.18,122599.383,0,0,0,0
-4.182,96.908,268.486,0.889,1012.309,0,5.182,122599.383,0,0,0,0.005
-4.071,97.622,140.468,0.591,1011.536,0,5.543,122599.383,0,0,0,0.011
-4.283,97.913,74.253,0.736,1011.268,0,5.586,122599.383,0,0,0,0.016
-4.337,97.915,103.669,0.813,1010.642,0,3.661,122599.383,0,0,0,0.02
-4.936,97.421,169.964,1.526,1009.793,0,5.222,122599.383,0,0,0,0.025
-4.484,97.59,162.721,1.806,1009.042,0,5.217,122599.383,0,0,0,0.03
-4.466,96.87,161.224,0.825,1008.432,0,4.876,122599.383,0,0,0,0.035
-4.214,96.52,164.14,1.231,1007.772,0.279,12.291,122599.383,65.234,2.069,0,0.047
-2.986,92.928,156.206,2.134,1007.214,2.777,112.649,122599.383,368.24,20.503,0,0.154
-0.392,75.369,148.351,1.918,1006.408,7.373,205.365,122599.383,607.344,35.173,0,0.357
-0.086,70.195,155.092,2.119,1005.243,10.867,241.157,122599.383,701.247,41.439,0,0.597
1.634,65.087,208.191,1.475,1004.719,5.047,241.659,122599.383,715.002,44.297,0,0.839
1.349,68.512,250.898,1.48,1004.332,12.25,201.487,122599.383,589.264,53.67,0,1.044
1.983,67.469,279.585,2.34,1004.236,10.605,165.753,122599.383,533.009,61.708,0,1.209
1.32,77.071,263.03,2.964,1004.797,3.805,58.301,122599.383,270.208,34.206,0,1.273
1.022,81.039,233.162,2.623,1004.72,0.51,12.752,122599.383,3.675,4.903,0,1.286
0.723,79.246,211.341,2.069,1004.71,0.007,3.942,122599.383,3.675,4.903,0,1.29
0.568,83.193,195.485,1.54,1004.619,0.007,5.119,122599.383,0,0,0.016,1.295
0.904,83.555,158.965,1.065,1004.58,0,5.596,122599.383,0,0,0.016,1.301
1.098,81.648,158.898,0.983,1004.591,0,6.032,122599.383,0,0,0,1.307
1.192,83.766,191.415,0.84,1004.709,0,5.766,122599.383,0,0,0,1.313
1.951,85.719,233.455,1.424,1004.891,0,5.092,122599.383,0,0,0,1.318
1.775,86.337,275.887,1.577,1005.241,0,4.973,122599.586,0,0,1.45,0
0.844,95.297,279.799,2.049,1005.659,0,5.592,122599.586,0,0,2.714,0.006
0.68,96.873,265.978,1.737,1005.899,0,5.799,122599.781,0,0,4.504,0.011
0.442,96.081,269.361,2.608,1006.275,0,5.977,122599.781,0,0,4.02,0.017
0.098,98.008,269.275,2.838,1006.744,0,6.157,122599.984,0,0,5.255,0.024
-0.152,99.577,267.584,3.186,1006.979,0,6.175,122600.188,0,0,1.902,0.03
-0.241,99.577,272.635,2.517,1007.156,0,6.191,122600.586,0.113,0,2.232,0.036
-0.167,100,260.529,2.368,1007.35,0.001,6.191,122600.984,0.113,0,2.491,0.042
0.401,100,260.373,2.175,1007.794,0,6.222,122601.383,0,0,3.44,0.048
0.628,100,258.409,1.984,1008.119,0.159,7.919,122601.586,0,0,4.524,0.056
0.749,100,281.614,2.427,1009.033,1.504,24.991,122601.586,0,7.631,4.508,0.08
1.025,100,276.996,2.539,1009.594,5.06,74.649,122601.586,0,48.205,0.085,0.152
1.525,99.781,263.75,2.254,1009.676,9.426,140.939,122601.586,5.608,113.971,0.951,0.291
2.089,99.178,265.914,2.161,1009.54,8.361,151.637,122601.586,172.424,101.157,0.589,0.442
2.758,92.333,283.289,3.498,1009.539,12.256,191.424,122601.586,441.958,85.35,0.01,0.64
2.839,88.28,284.689,3.344,1009.606,9.565,146.579,122601.586,428.612,64.186,0.015,0.789
2.534,88.54,283.399,2.693,1010.023,4.867,73.018,122601.586,239.831,40.571,0.015,0.864
1.178,93.199,269.915,2.443,1010.389,1.064,19.109,122601.586,40.63,12.125,0.005,0.885
0.426,96.778,250.439,1.812,1010.934,0.015,4.874,122601.586,40.63,12.125,0.01,0.89
0.642,98.535,260.928,2.02,1011.402,0.015,4.509,122601.586,0,0,0.02,0.895
0.064,98.657,253.227,1.687,1011.804,0,4.25,122601.586,0,0,0.027,0.899
0.42,98.002,233.23,1.321,1012.22,0,5.263,122601.586,0,0,0.022,0.904
0.906,96.846,252.039,1.463,1012.283,0,5.109,122601.586,0,0,0.008,0.909
0.857,96.357,260.62,1.822,1012.307,0,4.336,122601.586,0,0,0.221,0.914
0.639,97.141,256.855,1.736,1012.394,0,4.547,122601.586,0,0,0.267,0
0.868,97.511,266.044,2.19,1012.557,0,4.575,122601.586,0,0,0.29,0.005
0.549,97.782,245.762,1.639,1012.52,0,4.413,122601.586,0,0,0.31,0.009
0.578,97.84,263.609,1.766,1012.557,0,3.819,122601.586,0,0,0.305,0.013
0.597,97.784,254.141,1.581,1012.89,0,4.862,122601.586,0,0,0.285,0.018
0.477,98.355,268.843,1.511,1012.597,0,3.904,122601.586,0,0,0.356,0.022
1.534,98.074,261.171,1.771,1012.488,0,5.661,122601.586,0,0,0.093,0.027
1.71,97.098,267.617,2.174,1012.307,0,5.456,122601.586,0,0,0.093,0.033
2.17,96.895,266.648,2.986,1012.25,0,5.219,122601.586,0,0,0.003,0.038
2.18,95.518,256.94,2.757,1012.326,0.243,8.606,122601.586,0,1.861,0.013,0.046
2.146,92.816,246.809,2.446,1012.731,2.19,36.095,122601.586,15.684,23.534,0.03,0.081
2.544,89.41,251.722,2.932,1012.999,8.2,132.52,122601.586,230.015,81.454,0.03,0.209
2.541,88.45,243.278,3.072,1012.414,8.007,120.411,122601.586,53.033,95.034,0.007,0.329
3.112,85.329,250.175,3.506,1011.851,12.027,216.806,122601.586,205.774,154.93,0.021,0.542
3.254,80.783,246.409,3.709,1010.938,12.659,191.518,122601.586,197.053,130.402,0.016,0.729
3.26,77.32,247.496,3.753,1010.168,9.255,140.036,122601.586,477.391,69.162,0.023,0.878
2.564,81.337,242.495,3.165,1009.951,1.987,32.543,122601.586,477.391,20.485,0.023,0.912
2.617,83.599,242.05,3.519,1009.483,0.452,12.249,122601.586,0,4.436,0,0.925
3.015,84.704,249.993,4.035,1009.001,0.004,5.75,122601.586,0,4.436,0,0.931
3.197,86.267,252.132,4.073,1008.438,0,5.759,122601.586,0,0,0,0.936
2.877,87.5,254.021,4.057,1008.168,0,5.777,122601.586,0,0,0,0.942
3.043,88.574,258.402,4.309,1007.623,0,5.756,122601.586,0,0,0,0.948
3.145,88.933,255.858,4.678,1006.898,0,5.752,122601.586,0,0,0,0.954
3.268,88.83,258.212,4.953,1006.048,0,5.692,122601.586,0,0,0,0.959
3.159,90.096,258.107,4.882,1005.294,0,5.683,122601.586,0,0,0,0
3.038,90.923,255.83,4.69,1004.757,0,5.498,122601.586,0,0,0,0.006
2.7,95.2,260.076,5.018,1004.047,0,5.565,122601.586,0,0,0,0.011
2.794,96.533,262.647,5.09,1003.444,0,5.782,122601.586,0,0,0,0.017
2.863,97.124,260.784,4.64,1002.992,0,5.833,122601.586,0,0,0,0.023
2.855,97.949,263.057,4.725,1002.428,0,5.906,122601.586,0,0,0,0.029
2.885,98.68,261.733,5.152,1001.552,0,5.938,122601.586,0,0,1.361,0.035
3.019,98.877,264.356,5.134,1000.931,0,5.942,122601.781,0.105,0,2.835,0.041
3.671,98.87,269.315,4.341,1001.128,0,5.903,122602.383,0.105,0,5.434,0.046
4.104,98.844,277.83,4.431,1001.158,0.069,6.806,122602.586,0,0,5.434,0.053
4.464,97.54,283.093,3.843,1001.483,1.234,23.942,122602.781,0,11.9,0,0.076
5.139,92.546,290.559,3.885,1001.727,5.286,86.326,122602.781,19.036,66.661,0,0.159
5.479,86.974,293.888,5.056,1001.529,7.835,123.109,122602.781,63.394,93.618,5.336,0.284
5.138,83.394,302.743,5.507,1001.565,6.931,115.122,122602.781,76.072,87.546,1.42,0.397
5.173,80.669,303.405,5.441,1001.488,6.953,106.34,122602.781,70.178,78.34,0.17,0.503
5.306,77.155,306.389,5.645,1001.565,5.265,80.146,122602.781,111.708,58.323,0.004,0.583
5.154,76.112,301.883,5.138,1001.784,4.021,63.202,122602.781,120.858,41.602,0.004,0.649
4.806,76.627,305.899,5.168,1002.232,0.711,16.221,122602.781,120.858,10.189,0.177,0.666
4.468,82.034,301.385,5.171,1002.822,0.017,4.878,122602.781,0,10.189,0.275,0.671
3.917,87.828,301.036,4.908,1003.761,0.017,5.097,122602.984,0,0,0.984,0.676
3.525,87.748,303.771,4.49,1004.434,0,4.653,122602.984,0,0,0.507,0.681
3.009,91.918,310.123,4.195,1005.442,0,4.846,122603.188,0,0,3.594,0.686
2.038,95.731,287.561,2.739,1006.142,0,1.923,122603.188,0,0,0.018,0.687
1.816,96.1,287.494,3.101,1006.93,0,3.546,122603.188,0,0,0.018,0.691
1.762,95.363,289.701,2.782,1007.723,0,0.505,122603.188,0,0,0.003,0
1.165,96.762,294.042,2.46,1008.583,0,0,122603.188,0,0,0.011,0
0.833,97.443,286.082,2.283,1008.963,0,1.623,122603.188,0,0,0.012,0.001
1.038,95.691,288.408,2.836,1009.368,0,0.022,122603.188,0,0,0.012,0.002
0.907,94.815,291.611,2.664,1009.917,0,0.092,122603.188,0,0,0.01,0.002
0.902,93.591,298.108,2.853,1010.604,0,2.772,122603.188,0,0,0.006,0.004
0.992,92.83,303.886,3.285,1011.153,0,4.957,122603.188,0,0,0.006,0.009
0.483,94.03,320.184,2.381,1012,0,3.297,122603.188,0,0,0.078,0.013
0.825,95.78,184.777,2.373,1013.107,0,3.936,122603.188,0,0,0.087,0.016
0.54,96.397,251.254,1.382,1014.252,0.304,8.652,122603.188,7.523,2.883,0.023,0.024
0.202,95.767,115.649,0.602,1015.369,2.964,55.414,122603.188,132.52,27.847,0.023,0.077
1.565,91.112,315.074,1.787,1016.257,7.419,139.929,122603.188,493.514,43.708,0.035,0.214
2.974,77.533,68.372,2.376,1016.667,11.463,191.115,122603.188,632.81,46.367,0.024,0.404
3.932,63.847,41.07,2.914,1016.897,5.073,210.422,122603.188,619.822,52.498,0.024,0.616
3.367,62.485,36.938,3.595,1017.372,13.201,207.065,122603.188,624.026,58.095,0.027,0.814
3.245,58.39,41.508,3.295,1018.17,10.295,158.875,122603.188,565.633,49.096,0.014,0.976
2.028,62.862,36.133,2.641,1019.037,4.757,67.924,122603.188,336.478,29.29,0.049,1.049
0.369,67.989,32.312,2.368,1019.97,1.126,16.629,122603.188,173.302,6.991,0.049,1.068
-0.623,75.926,28.429,2,1020.967,0.022,0.07,122603.188,173.302,6.991,0,1.068
-1.09,75.583,43.366,2.133,1021.869,0,0,122603.188,0,0,0,1.068
-1.786,77.999,51.151,1.621,1022.642,0,0,122603.188,0,0,0,1.068
-2.229,75.834,77.075,1.544,1023.307,0,0,122603.188,0,0,0,1.068
-2.853,72.56,86.165,1.389,1023.948,0,0,122603.188,0,0,0,1.068
-3.337,72.723,96.707,1.133,1024.583,0,0,122603.188,0,0,0,1.068
-3.908,72.407,73.783,1.189,1025.276,0,0,122603.188,0,0,0,0
-4.091,75.878,76.548,1.346,1025.459,0,0,122603.188,0,0,0,0
-4.712,77.84,67.227,0.969,1025.547,0,0,122603.188,0,0,0,0
-5.509,77.422,104.654,0.764,1025.549,0,0,122603.188,0,0,0,0
-6.781,82.664,263.973,0.505,1025.982,0,0,122603.188,0,0,0,0
-7.04,85.233,145.133,0.488,1026.232,0,0,122603.188,0,0,0,0
-6.151,82.496,111.124,1.167,1026.361,0,0,122603.188,0,0,0,0
-6.01,83.471,188.226,0.567,1026.75,0,1.97,122603.188,0,0,0,0.002
-5.682,87.53,151.367,0.918,1026.807,0,3.983,122603.188,0,0,0,0.006
-6.23,89.372,179.21,0.651,1027.155,0.394,13.323,122603.188,89.446,3.541,0,0.018
-5.163,86.957,129.278,0.64,1027.651,2.791,59.824,122603.188,150.159,27.7,0,0.076
-3.127,77.54,150.29,1.406,1027.717,7.072,131.567,122603.188,268.922,62.191,0.005,0.205
-1.897,71.599,157.988,1.743,1026.954,11.678,204.859,122603.188,590.592,53.648,0.005,0.405
0.433,61.728,150.5,1.006,1026.246,6.753,223.851,122603.188,574.988,71.365,0,0.63
1.325,53.254,86.162,0.914,1025.76,12.884,194.399,122603.188,545.278,59.105,0,0.828
0.679,56.165,98.753,1.466,1025.299,10.477,157.965,122603.188,641.736,34.728,0,0.988
-0.253,61.875,141.498,1.953,1025.175,5.981,88.475,122603.188,481.728,32.159,0,1.079
-1.588,68.341,131.114,1.199,1025.246,1.106,16.231,122603.188,160.952,6.947,0,1.097
-2.624,72.036,146.218,1.118,1025.324,0.018,0.022,122603.188,160.952,6.947,0,1.098
-3.241,76.551,154.503,1.191,1025.333,0,0,122603.188,0,0,0,1.098
-5.241,82.88,173.447,0.582,1024.976,0,0,122603.188,0,0,0,1.098
-5.837,81.645,180.059,0.535,1024.915,0,0.268,122603.188,0,0,0,1.098
-5.487,79.057,161.319,0.77,1024.816,0,2.308,122603.188,0,0,0,1.1
-6.066,78.684,173.86,0.682,1024.594,0,2.018,122603.188,0,0,0,1.102
-4.85,76.012,159.691,1.306,1024.148,0,5.494,122603.188,0,0,0,0
-4.62,73.372,156.192,1.325,1023.616,0,5.281,122603.188,0,0,0,0.005
-4.392,73.737,152.066,1.383,1023.032,0,5.161,122603.188,0,0,0,0.011
-4.46,74.728,157.61,1.37,1022.628,0,5.515,122603.188,0,0,0,0.016
-4.17,73.855,153.337,1.27,1022.291,0,5.58,122603.188,0,0,0,0.022
-3.556,70.433,161.792,1.144,1021.909,0,6.312,122603.188,0,0,0,0.028
-3.308,73.335,157.972,1.41,1021.206,0,6.445,122603.188,0,0,0,0.034
-2.819,69.423,167.123,0.972,1020.818,0,6.385,122603.188,0,0,0,0.041
-2.532,66.417,178.134,0.701,1020.516,0,6.08,122603.188,0,0,0,0.047
-2.167,61.241,216.416,1.869,1020.205,0.119,7.814,122603.188,0,0,0,0.054
-2.414,74.786,204.21,1.553,1019.916,1.533,27.221,122603.188,0,14.986,0,0.081
-2.137,76.905,178.166,0.889,1019.398,1.661,27.557,122603.188,0,15.511,0,0.108
-1.977,80.048,149.377,0.852,1018.719,3.115,46.356,122603.188,0,31.08,0,0.154
-1.818,90.917,165.108,0.76,1018.016,4.503,65.519,122603.188,0,47.076,2.846,0.219
-1.14,93.65,100.443,0.373,1017.141,2.442,37.807,122603.188,0,23.932,2.824,0.258
-0.453,95.713,210.757,1.124,1016.576,1.781,29.788,122603.188,0,17.491,3.431,0.289
